Category ID,Name,Has Child,Parent ID,Attributes
1,Women's Apparel,True,0,
373,Dresses,True,1,
6389,Midi Dress,False,373,;Brand;Material;Style
6391,Maxi Dress,False,373,;Brand;Material;Style
4770,Others,False,373,;Brand
11962,Bodycons,False,373,;Brand
11490,Short Dresses,False,373,;Brand;Material;Style
357,Tops,True,1,
6414,Crop Top,False,357,;Brand;Material;Style
6415,T-shirt,False,357,;Brand;Material;Style
6416,Blouse,False,357,;Brand;Material;Style
6418,Plus size,False,357,;Brand;Material;Style
6420,Tank Top,False,357,;Brand;Material;Style
4769,Others,False,357,;Brand
11479,Shirt,False,357,;Brand;Material;Style
11480,Tunic,False,357,;Brand
383,Playsuits & Jumpsuits,True,1,
4768,Others,False,383,;Brand
11493,Rompers,False,383,;Brand;Material;Color
11494,Jumpsuits,False,383,;Brand;Material;Color
11495,Dungarees,False,383,;Brand;Material;Color
375,Skirts,True,1,
6409,Maxi skirt,False,375,;Brand;Style;Material;Color
6410,Mini skirt,False,375,;Brand;Material;Color
4767,Others,False,375,;Brand
11491,Skater Skirts,False,375,;Brand;Material;Color
11492,A-line Skirts,False,375,;Brand;Material;Color
377,Shorts,True,1,
6406,Denim Shorts,False,377,;Brand;Material
6407,Skorts,False,377,;Brand;Material
4766,Others,False,377,;Brand
11477,Tailored Shorts,False,377,;Brand;Material
11478,Casual Shorts,False,377,;Brand;Material
379,Pants & Leggings,True,1,
6402,Culottes,False,379,;Brand;Material;Pants Length
6403,Women's Jeans,False,379,;Brand;Rise;Pants Length
6404,Leggings,False,379,;Brand;Material;Pants Length
4765,Others,False,379,;Brand
11482,Wide-legged Pants,False,379,;Brand;Material;Pants Length
11483,Straight Leg Pants,False,379,;Brand;Material;Pants Length
11484,Skinny Pants,False,379,;Brand;Material;Pants Length
11485,Cropped Pants,False,379,;Brand;Material;Pants Length
11486,Jogger Pants,False,379,;Brand;Material;Pants Length
381,Outerwear,True,1,
6400,Parka,False,381,;Brand;Material
6401,Jacket,False,381,;Brand;Material;Style
6399,Cardigan,False,381,;Brand;Material;Style
4764,Others,False,381,;Brand
11474,Coats,False,381,;Brand;Material;Style
11475,Blazers,False,381,;Brand;Material;Style
11476,Hoodies & Sweaters,False,381,;Brand;Material;Style
385,Lingerie,True,1,
6395,Sleepwear,False,385,;Brand;Type;Material
6396,Bra,False,385,;Brand;Style;Material
6397,Panty,False,385,;Brand;Style;Material
4763,Others,False,385,;Brand
11487,Bralette,False,385,;Brand;Material;Style
11488,Lingerie Sets,False,385,;Brand;Material;Style
11489,Shapewear,False,385,;Brand;Material;Shapewear Concern
387,Beachwear,True,1,
6386,Bikini,False,387,;Brand;Style;Material
6387,Swimsuit,False,387,;Brand;Style;Material
6388,Beach Cover Up,False,387,;Brand;Style;Material
4762,Others,False,387,;Brand
11481,Rashguards,False,387,;Brand;Material;Sleeve Length
389,Ethnic,True,1,
6393,Cheongsam,False,389,;Brand
6394,Jubah,False,389,;Brand
4761,Others,False,389,;Brand
204,Others,False,1,;Brand
4760,Others,False,204,;Brand
13617,Active Wear,True,1,
13652, Sports Bottom,False,13617,;Brand
13654,Sports Top,False,13617,;Brand
13655,Sports Bra,False,13617,;Brand
13709,Others,False,13617,;Brand
2,Men's Wear,True,0,
393,T-Shirts,True,2,
6460,Men's Short Sleeve Tee,False,393,;Brand;Color;Origin;Material;Form
4640,Others,False,393,;Brand
11680,Graphic ,False,393,;Brand;Material;Fit
11681,Solid,False,393,;Brand;Material;Fit
11682,Long Sleeved,False,393,;Brand;Material;Fit
11683,Tank Tops,False,393,;Brand;Material;Fit
395,Shirts,True,2,
6452,Short Sleeve,False,395,;Brand;Fit
6453,Long Sleeve,False,395,;Brand;Fit
6454,Polos,False,395,;Brand;Fit
4639,Others,False,395,;Brand
397,Formal Wear,False,2,;Brand
4638,Others,False,397,;Brand
401,Jeans & Pants,True,2,
6449,Jeans,False,401,;Brand;Material;Fit
6451,Joggers & Sweatpants,False,401,;Brand;Material;Fit
4637,Others,False,401,;Brand
11684,Chinos,False,401,;Brand;Material;Fit
11685,Cargo ,False,401,;Brand;Material;Fit
403,Shorts & Bermudas,True,2,
6456,Sweat Shorts,False,403,;Brand
6457,Chinos,False,403,;Brand
4636,Others,False,403,;Brand
11686,Denim,False,403,;Brand;Fit
11687,Bermudas,False,403,;Brand;Material;Fit
407,Underwear,True,2,
4634,Others,False,407,;Brand
11719,Boxers,False,407,;Brand;Material
11720,Briefs,False,407,;Brand;Material
11721,Loungewear,False,407,;Brand;Material
203,Others,False,2,;Brand
4632,Others,False,203,;Brand
13609,Sports Wear,True,2,
13610,Compression Wear,False,13609,;Brand;Size;Colour;Material
13615,Sports Bottom,False,13609,;Brand
13616,Sports Top,False,13609,;Brand
13710,Others,False,13609,;Brand
11689,Swimwear,False,2,;Brand;Material;Type
11690,Others,False,11689,;Brand;Material;Type
11692,Accessories,True,2,
11693,Others,False,11692,;Brand;Material
11705,Jackets & Coats,True,2,
11706,Others,False,11705,;Brand
11707,Denim Jackets,False,11705,;Brand;Material;Fit
11708,Leather Jackets,False,11705,;Brand;Fit
11709,Bomber Jackets,False,11705,;Brand;Material;Fit
11710,Winter Jackets,False,11705,;Brand;Material;Fit
11711,Rain Coats,False,11705,;Brand;Material
11714,Sweaters & Cardigans,False,2,;Brand;Material;Fit
11715,Others,False,11714,;Brand;Material;Fit
11717,Hoodies,False,2,;Brand;Material;Fit
11718,Others,False,11717,;Brand;Material;Fit
4,Jewellery & Accessories,True,0,
415,Necklaces,True,4,
6495,Pendant Necklace,False,415,;Brand;Style;Material
6496,Choker ,False,415,;Brand;Style;Material
6497,Minimal Necklace,False,415,;Brand;Style;Material
6498,Statement Necklace,False,415,;Brand;Style;Material
4759,Others,False,415,;Brand
11232,Multilayer,False,415,;Brand;Material;Style
417,Bangles & Bracelets,True,4,
4758,Others,False,417,;Brand
11240,Chain Bracelets,False,417,;Brand;Material
11241,Leather Bracelets,False,417,;Brand
11242,Multilayer Bracelets,False,417,;Brand;Material
11243,Cuff Bangles,False,417,;Brand;Material
419,Rings,True,4,
6499,Fashion Ring,False,419,;Brand;Dimension;Material;Style
6500,Ring set,False,419,;Brand;Dimension;Material;Style
6501,Diamond Ring,False,419,;Brand;Dimension;Material;Style
4757,Others,False,419,;Brand
11233,Statement Rings,False,419,;Brand;Material;Style
421,Earrings,True,4,
6484,Stud Earrings,False,421,;Brand;Style;Material
6485,Hoop Earrings,False,421,;Brand;Style;Material
4756,Others,False,421,;Brand;Material
11249,Ear Cuffs,False,421,;Brand;Material
11250,Dangle Earrings,False,421,;Brand;Material;Style
423,Eyewear,True,4,
4755,Others,False,423,;Brand
11234,Fashion Glasses,False,423,;Brand;Frame Material;Style;Gender;Lens Material
11235,Aviator Sunglasses,False,423,;Brand;Frame Material;Style;Gender;Lens Material
11236,Designer Sunglasses,False,423,;Brand;Frame Material;Style;Gender;Lens Material
11237,Fashion Sunglasses,False,423,;Brand;Frame Material;Style;Gender;Lens Material
425,Scarves & Shawls,True,4,
6502,Scarf,False,425,;Brand
6503,Shawl,False,425,;Brand
4754,Others,False,425,;Brand
427,Hair Accessories,True,4,
6489,Headband,False,427,;Brand;Style;Material
6490,Hair clip,False,427,;Brand;Style
6491,Hair Ties & Scrunchies,False,427,;Brand;Style
4753,Others,False,427,;Brand
11239,Bandanas,False,427,;Brand;Material
459,Hats & Caps,True,4,
6494,Beanie,False,459,;Brand
4752,Others,False,459,;Brand
11244,Caps,False,459,;Brand
11245,Floppy Hats,False,459,;Brand
11246,Bucket Hats,False,459,;Brand
11247,Fedora Hats,False,459,;Brand
11248,Visors,False,459,;Brand
461,Belts,True,4,
4751,Others,False,461,;Brand
11251,Highwaisted Belts,False,461,;Brand;Material;Style
11252,Skinny Belts,False,461,;Brand;Material;Style
11253,Wide Belts,False,461,;Brand;Material;Style
2307,Brooches & Pins,False,4,;Brand
4747,Others,False,2307,;Brand
2308,Tattoos,False,4,;Brand
4750,Others,False,2308,;Brand
2309,Keychains,False,4,;Brand
4749,Others,False,2309,;Brand
200,Others,False,4,;Brand
4746,Others,False,200,;Brand
10299,Anklet,False,4,;Brand
10300,Others,False,10299,;Brand
3,Bags & Luggage,True,0,
481,Wallets & Cardholders,True,3,
6516,Long Wallet,False,481,;Brand;Style;Material;Size (L x W x H)
6519,Short Wallet,False,481,;Brand;Style;Material;Size (L x W x H)
4650,Others,False,481,;Brand
11257,Coin Purses,False,481,;Brand;Material;Size (L x W x H)
11258,Card Holders,False,481,;Brand;Material;Size (L x W x H)
483,Shoulder Bags,True,3,
6521,Tote bag,False,483,;Brand;Material;Size (L x W x H)
4649,Others,False,483,;Brand
485,Sling Bags,True,3,
6510,Crossbody Bag,False,485,;Brand;Style;Material;Design;Color
6511,Messenger Bag,False,485,;Brand;Material;Size (L x W x H)
6512,Bucket Bag,False,485,;Brand;Material;Size (L x W x H)
4648,Others,False,485,;Brand
487,Backpacks,True,3,
6506,Drawstring bag,False,487,;Brand;Material;Size (L x W x H)
4647,Others,False,487,;Brand
11259,Casual Backpacks,False,487,;Brand;Material;Size (L x W x H)
11260,Outdoor Backpacks,False,487,;Brand;Material;Size (L x W x H)
489,Luxury Bags,True,3,
4646,Others,False,489,;Brand
11420,Handbags,False,489,;Material;Model;Size (L x W x H);Brand
11421,Sling Bags,False,489,;Brand;Material;Model;Size (L x W x H)
11422,Shoulder Bags,False,489,;Brand;Material;Model;Size (L x W x H)
11423,Backpacks,False,489,;Brand;Material;Model;Size (L x W x H)
11424,Wallets,False,489,;Brand;Material;Model;Size (L x W x H)
11425,Card Holder,False,489,;Brand;Material;Model;Size (L x W x H)
11426,Key Holder,False,489,;Brand;Material;Model;Size (L x W x H)
493,Travel & Luggage,True,3,
6513,Passport Holder,False,493,;Brand;Material
4645,Others,False,493,;Brand
11431,Travel Accessories,False,493,;Brand
11255,Wheeled Luggage,False,493,;Brand;Case Type;Material;Size;Carry On
11256,Hand Luggage,False,493,;Brand;Case Type;Material;Size;Carry On
2310,Clutches & Pouches,False,3,
4642,Others,False,2310,;Brand
198,Others,False,3,;Brand
4641,Others,False,198,;Brand
6,Health & Beauty,True,0,
517,Personal Care,True,6,
6578,Oral,False,517,;Brand;Skin Type;Product Volume;Formulation;Benefits
6580,Deodorant,False,517,;Brand;Type
6581,Feminine Care,False,517,;Brand;Type;Product Volume
6582,Foot Care,False,517,;Brand;Type;Product Volume
7585,Slimming,False,517,;Brand;Type;Product Volume
4775,Others,False,517,;Brand
11011,Eye Care,False,517,;Brand;Concern;Expiry Date;Product Volume
11012,Senior Care,False,517,;Brand;Type;Product Volume
12682,Sexual Wellness,False,517,;Brand
11439,Lip Care,False,517,;Brand
495,Skincare,True,6,
6583,Cleanse,False,495,;Brand;Type;Texture;Skincare Type
6584,Tone,False,495,;Brand;Formulation;Benefits;Skin Type;Product Volume
6585,Mask,False,495,;Brand;Benefits;Skin Type;Product Volume
6586,Moisturise,False,495,;Brand;Type;Texture;Skincare Type;Product Volume
6587,Serum & Treatment,False,495,;Brand;Type;Skincare Type;Product Volume
7587,Skincare Set,False,495,;Brand;Type
4783,Others,False,495,;Brand
11018,Scrub,False,495,;Brand;Formulation;Benefits;Skin Type;Product Volume
11019,Sun Care,False,495,;Brand;Formulation;Benefits;Skin Type;Product Volume
11020,Gift Sets,False,495,;Brand
497,Makeup,True,6,
6554,Face,False,497,;Type;Texture;Brand;Finish;Coverage;Benefits
6555,Lips,False,497,;Type;Brand;Finish;Benefits;Colour
6558,Eye,False,497,;Type;Texture;Brand;Finish;Benefits;Colour
6559,Makeup Remover,False,497,;Type;Brand;Product Volume;Benefits
4782,Others,False,497,;Brand
11016,Sets & Palettes,False,497,;Brand;Type
11017,Gift Sets,False,497,;Brand;Type
10319,Powders & Compacts,False,497,;Brand;Finish;Benefits;Texture
10321,Blusher,False,497,;Brand;Colour;Finish
10322,Contour & Highlight,False,497,;Brand;Texture;Finish
501,Fragrances,True,6,
6544,EDP,False,501,;Brand;Gender;Product Volume
6545,EDT,False,501,;Brand;Gender;Product Volume
6546,Spray,False,501,;Brand;Gender;Product Volume;Benefits
6547,Mist,False,501,;Brand;Gender;Product Volume;Benefits
4781,Others,False,501,;Brand
11008,EDC,False,501,;Brand;Product Volume;Gender;Formulation;Size
11009,Solid,False,501,;Brand;Product Volume;Gender;Formulation;Size
11010,Gift Sets,False,501,;Brand
503,Bath & Body,True,6,
6532,Body Wash,False,503,;Brand;Type;Skin Type;Benefits;Product Volume
6533,Moisturise,False,503,;Brand;Type;Skin Type;Benefits;Product Volume
6534,Scrub,False,503,;Brand;Skin Type;Type;Benefits;Product Volume
4779,Others,False,503,;Brand
11021,Massage,False,503,;Brand;Formulation;Benefits;Gender;Product Volume
11022,Bust Care,False,503,;Brand;Formulation;Benefits;Product Volume
11023,Hand & Foot,False,503,;Brand;Formulation;Benefits;Gender;Product Volume
11024,Hair Removal,False,503,;Brand;Formulation;Benefits;Gender;Product Volume
11213,Accessories,False,503,;Brand;Type
11214,Sun Care,False,503,;Brand;Formulation;Benefits;Gender;Product Volume;Sun Protection
11215,Gift Sets,False,503,;Brand
505,Women's Hair Care,True,6,
6549,Shampoo,False,505,;Brand;Hair Concerns;Product Volume
6550,Conditioner,False,505,;Brand;Hair Concerns;Product Volume
6551,Hair Color,False,505,;Brand;Type;Product Volume;Colour
6552,Treatment,False,505,;Brand;Type;Hair Concerns;Product Volume
6553,Styling,False,505,;Brand;Type;Hair Concerns;Product Volume
4777,Others,False,505,;Brand
507,Nails,True,6,
6569,Lacquer,False,507,;Brand;Type;Product Volume
6573,Nail Art,False,507,;Brand;Type
6577,Nail Tools,False,507,;Brand;Type
7584,Remover,False,507,;Brand;Type
4776,Others,False,507,;Brand
11228,Treatment,False,507,;Brand;Type;Product Volume
509,Beauty Tools,True,6,
4778,Others,False,509,;Brand
10002,Body,False,509,;Brand
11216,Mirrors,False,509,;Brand;Size
11217,Eye,False,509,;Brand;Type
11218,Face,False,509,;Brand;Type
11219,Sharpeners,False,509,;Brand;Size
11220,Gift set,False,509,;Brand;Type
11231,Hair Tools,False,509,;Brand
511,Men's Grooming,True,6,
6567,Shave,False,511,;Brand;Type;Product Volume;Benefits
4780,Others,False,511,;Brand
11013,Hair,False,511,;Brand;Type;Formulation;Finish;Strength;Product Volume
11014,Face,False,511,;Brand;Type;Formulation;Skin Type;Product Volume
11015,Gift Sets,False,511,;Brand;Type
2312,Cosmetic Storage,True,6,
4773,Others,False,2312,;Brand
11224,Professional Storage,False,2312,;Brand;Type;Size
11225,Palette Organizer,False,2312,;Brand;Type;Size
11226,Brush Organizer,False,2312,;Brand;Type;Size
11227,Travel Pouches,False,2312,;Brand;Type;Size
202,Others,False,6,;Brand
4771,Others,False,202,;Brand
126,Women's Shoes,True,0,
549,Flats,True,126,
6438,Women's Loafers,False,549,;Brand;Style;Material;Color
4676,Others,False,549,;Brand
11563,Ballet Flats,False,549,;Brand;Material;Color;Style
11564,Peep Toes,False,549,;Brand;Material;Color
11565,Espadrilles,False,549,;Brand;Material;Color
551,Heels,True,126,
6440,Platforms,False,551,;Brand;Material;Color;Heel Height
7232,Pumps,False,551,;Brand;Material;Color;Heel Height
4675,Others,False,551,;Brand
11559,Peep Toes,False,551,;Brand;Material;Color;Heel Height
11560,High Heels,False,551,;Brand;Material;Color;Heel Height
11561,Mid Heels,False,551,;Brand;Material;Color;Heel Height
11562,Low Heels,False,551,;Brand;Material;Color;Heel Height
553,Slippers,True,126,
6428,Women's Sandals,False,553,;Brand
6429,Women's Flip Flops,False,553,;Brand
4674,Others,False,553,;Brand
557,Boots,True,126,
6426,High boots,False,557,;Brand;Material;Color
6427,Ankle boots,False,557,;Brand;Material;Color
4672,Others,False,557,;Brand
11549,Calf Boots,False,557,;Brand;Material;Color
561,Sneakers,True,126,
4671,Others,False,561,;Brand
11541,Lace Up Sneakers,False,561,;Brand;Material;Color
11542,Slip-ons,False,561,;Brand;Material;Color
11543,Platform Sneakers,False,561,;Brand;Material;Color
567,Socks,True,126,
6448,Ankle socks,False,567,;Brand;Color
4669,Others,False,567,;Brand
11544,Invisible Socks,False,567,;Brand;Color
11545,Thigh High Socks,False,567,;Brand;Color
11567,Stockings,False,567,;Brand;Color
569,Shoe Accessories,True,126,
4668,Others,False,569,;Brand
11546,Heel Protectors,False,569,;Brand
11547,Insoles,False,569,;Brand
11548,Laces,False,569,;Brand
196,Others,False,126,;Brand
4667,Others,False,196,;Brand
11550,Sandals,True,126,
11551,Others,False,11550,;Brand
11552,Tie Leg Sandals,False,11550,;Brand;Material;Color
11553,Chunky Sandals,False,11550,;Brand;Material;Color
11554,Strappy Sandals,False,11550,;Brand;Material;Color
168,Men's Shoes,True,0,
599,Formal Shoes,False,168,;Brand
4630,Others,False,599,;Brand
603,Sports Shoes,True,168,
6476,Basketball,False,603,;Brand
6477,Running,False,603,;Brand
4629,Others,False,603,;Brand
605,Sandals & Flip-Flops,True,168,
6474,Sandals,False,605,;Brand
6475,Flip flops,False,605,;Brand
4628,Others,False,605,;Brand
2305,Socks,False,168,;Brand
4627,Others,False,2305,;Brand
195,Others,False,168,;Brand
4626,Others,False,195,;Brand
11700,Sneakers,False,168,;Brand
11701,Others,False,11700,;Brand
11722,Accessories,False,168,;Brand
11723,Others,False,11722,;Brand
11724,Boots,False,168,;Brand
11725,Others,False,11724,;Brand
11726,Loafers & Slip-Ons,False,168,;Brand
11727,Others,False,11726,;Brand
5,Watches,True,0,
609,Digital,False,5,;Brand
4624,Others,False,609,;Brand
613,Fashion Watch,True,5,
6466,Men's Fashion Watch,False,613,;Brand;Case Diameter;Movement;Band Colour;Band Material
6467,Leather Watch,False,613,;Brand;Case Diameter;Movement;Band Colour;Band Material
6468,Pocketwatch,False,613,;Brand;Case Diameter;Movement
6469,Women's Fashion Watch,False,613,;Brand;Case Diameter;Movement;Band Colour;Band Material
4625,Others,False,613,;Brand
615,Couple Set,False,5,;Brand
4623,Others,False,615,;Brand
2404,Luxury Watch,False,5,;Brand
4622,Others,False,2404,;Brand
192,Others,False,5,;Brand
4621,Others,False,192,;Brand
11600,Sports Watches,False,5,;Brand
11601,Others,False,11600,;Brand
11602,Accessories,False,5,;Brand
11603,Others,False,11602,;Brand
8,Mobile & Gadgets,True,0,
625,Batteries & Powerbanks,True,8,
4742,Others,False,625,;Brand
10951,Batteries,False,625,;Brand
10952,<5000mAh,False,625,;Brand
10953,5000mAh - 10000mAh,False,625,;Brand
10954,12000mAh - 16000mAh,False,625,;Brand
10955,20000mAh - 30000mAh,False,625,;Brand
627,Memory Cards,True,8,
4736,Others,False,627,;Brand
10963,SD Cards,False,627,;Brand;Warranty Period
10965,Micro SD Cards,False,627,;Brand;Warranty Period
10966,Multimedia Cards,False,627,;Brand;Warranty Period
10967,Memory Sticks,False,627,;Brand;Warranty Period
10969,OTG,False,627,;Brand;Warranty Period
2313,Mobile Accessories,True,8,
4741,Others,False,2313,;Brand
10956,Cases & Covers,False,2313,;Brand;Phone Compatibility;Material
10957,Cables,False,2313,;Brand;Type;Length
10958,Screen Protectors,False,2313,;Brand;Type
10959,Photography Tools,False,2313,;Brand;Type
10960,Car Accessories,False,2313,;Brand
10961,Holders,False,2313,;Brand
10962,Chargers,False,2313,;Brand
13029,SIM / Top-Up Cards,False,2313,;Country;Service Provider;Card Validity;Data Size;Speed;Card Type
2314,Gadgets,True,8,
6341,Portable LED Light,False,2314,;Brand;Type
6342,Portable Fans,False,2314,;Brand;Type
4743,Others,False,2314,;Brand
10949,Monopods & Tripods,False,2314,;Brand
10950,Virtual Reality Glasses (VR),False,2314,;Brand;Warranty Period
201,Others,False,8,;Brand
4733,Others,False,201,;Brand
10941,Mobile Phones & Tablets,True,8,
10942,Others,False,10941,;Brand
10943,Apple,False,10941,;Brand;Model;Built-in Storage;Colour
10944,Samsung,False,10941,;Brand;Model;RAM;Built-in Storage;Warranty Period
10945,Xiaomi,False,10941,;Brand;Model;RAM;Built-in Storage;Warranty Period
10946,ASUS,False,10941,;Brand;Model;RAM;Built-in Storage;Warranty Period
10947,Huawei,False,10941,;Brand;Model;RAM;Built-in Storage;Warranty Period
10948,LG,False,10941,;Brand;Model;RAM;Built-in Storage;Warranty Period
10970,Audio,True,8,
11090,Others,False,10970,;Brand;Warranty Period
11091,Headphones,False,10970,;Brand;Model;Bluetooth;Input Type;Warranty Period
11092,Earphones,False,10970,;Brand;Model;Bluetooth;Warranty Period
11093,Speakers,False,10970,;Brand;Model;Bluetooth;Warranty Period
11094,MP3/MP4,False,10970,;Brand;Bluetooth;Warranty Period
10971,Digital Wearables,True,8,
10972,Others,False,10971,;Brand
10973,Smart Watches,False,10971,;Brand;Model;Warranty Period
10974,Fitness Bands,False,10971,;Brand;Model;Warranty Period
10975,Straps,False,10971,;Brand;Model;Material
9,Computers & Peripherals,True,0,
633,Laptops,True,9,
6351,Macbook,False,633,;Brand;Model;Processor;Storage;Screen Size (Inches)
6352,Laptop,False,633,;Brand;Model;Processor;Storage;Screen Size (Inches)
6353,Ultrabook,False,633,;Brand;Model;Processor;Storage;Screen Size (Inches)
4723,Others,False,633,;Brand
639,Storage,True,9,
6363,Internal HDD,False,639,;Brand;Model;Size (GB);Type
4720,Others,False,639,;Brand
11006,Internal SSD,False,639,;Brand;Model;Capacity;Form Factor;Interface;Warranty Period
11007,External Storage Drives,False,639,;Brand;Model;Storage Type;Capacity;Warranty Period
641,Components,True,9,
4719,Others,False,641,;Brand
11190,Fans & Cooling,False,641,;Brand;Model;Fan Size;LED;Warranty Period
10997,CPU,False,641,;Brand;Series;Model;Socket Type;Warranty Period
10998,Motherboards,False,641,;Brand;Socket Type;Form Factor;Warranty Period
10999,Video Cards,False,641,;Brand;Chipset Manufacturer;GPU;Memory Size;Warranty Period
11000,Memory,False,641,;Brand;Model;Memory Type;Speed;Module Capacity;Multi-Channel Kit;Warranty Period
11001,Computer Cases,False,641,;Brand;Model;Case Type;LED;Warranty Period
11002,Power Supplies,False,641,;Brand;Model;Maximum Power;Energy-Efficient;Modular;Warranty Period
11003,Accessory Cards,False,641,;Brand;Model;Interface;Warranty Period
645,Networking,True,9,
4718,Others,False,645,;Brand
11072,Routers & Switches,False,645,;Brand;Model;Frequency Band;No. of Ports;Warranty Period
11188,Access Points / Repeaters / Powerline,False,645,;Brand
11004,Network Cables,False,645,;Brand;Model;Length;Cat;Warranty Period
11005,Network Attached Storage (NAS),False,645,;Brand;Model;Included HDD Capacity;Form Factor;Warranty Period
649,Printers & Imaging,True,9,
4716,Others,False,649,;Brand
11185,Printers & Scanners,False,649,;Brand;Model;Double Sided Printing;Input Tray Capacity;Print Speed;Mono/Color;Warranty Period
11186,Projectors,False,649,;Brand;Model;Image Brightness;Weight;Warranty Period
11187,Ink & Toners,False,649,;Brand;Model;Warranty Period
651,Computer Accessories,True,9,
4711,Others,False,651,;Brand
11211,External DVD Drives,False,651,;Brand;Drive Type;Warranty Period
10991,Adapters & Cables,False,651,;Brand;Model;Warranty Period
10992,Cases & Bags,False,651,;Brand;Material;Size
10993,Decal & Protectors,False,651,;Brand;Size
10994,Mousepads,False,651,;Brand;Material;Size
10995,Cooling Pads & Stands,False,651,;Brand;Size;Warranty Period
13599,USB Hubs,False,651,;Brand;Ports;USB Type;Has Card Reader
2321,Desktops,True,9,
4714,Others,False,2321,;Brand
10978,Desktop PC,False,2321,;Brand;Processor;Memory;Storage;Graphics Card;Operating System;Warranty Period
10979,All-In-One PC,False,2321,;Brand;Processor;Memory;Storage;Graphics Card;Operating System;Warranty Period
10980,Gaming PC,False,2321,;Brand;Processor;Memory;Storage;Graphics Card;Operating System;Warranty Period
10981,Workstations,False,2321,;Brand;Processor;Memory;Storage;Graphics Card;Operating System;Warranty Period
193,Others,False,9,;Brand
4710,Others,False,193,;Brand
11073,Software,True,9,
11074,Others,False,11073,;Brand;Model;License Type;Physical Media
11075,Operating System,False,11073,;Brand;Model;License Type;Physical Media
11076,Productivity,False,11073,;Brand;Model;License Type;Physical Media
11077,Security,False,11073,;Brand;Model;License Type;Physical Media
10982,Computer Peripherals,True,9,
10983,Others,False,10982,;Brand
10984,Keyboards,False,10982,;Brand;Model;Switch Type;Numpad;Backlight;Warranty Period
10985,Gaming Keyboards,False,10982,;Brand;Model;Switch Type;Numpad;Backlight;Warranty Period
10986,Mice,False,10982,;Brand;Model;Connectivity;Backlight;Warranty Period
10987,Gaming Mice,False,10982,;Brand;Model;Connectivity;Backlight;Warranty Period
10988,M/KB Combos,False,10982,;Brand;Model;Connectivity;Backlight;Warranty Period
10989,Monitors,False,10982,;Brand;Model;Display Size;Display Resolution;Video Standards;Response Time;Panel Type;Warranty Period
14264,Webcams,False,10982,;Brand
11,Home & Living,True,0,
689,Furniture,True,11,
6697,Sofa,False,689,;Dimension;Colour;Material;Brand
6698,Table,False,689,;Dimension;Colour;Material;Type;Brand
6700,Chair,False,689,;Dimension;Colour;Material;Type;Brand
6710,Bed,False,689,;Dimension;Hardness level;Material;Size;Brand
4701,Others,False,689,;Brand
693,Beddings,True,11,
6690,Pillow & Bolsters,False,693,;Type;Dimension;Brand
6691,Bedsheet,False,693,;Type;Size;Brand
6694,Blankets & Throws,False,693,;Dimension;Material;Brand
6696,Cover,False,693,;Type;Dimension;Brand
4703,Others,False,693,;Brand
695,Home Decor,True,11,
6713,Cushion & Covers,False,695,;Dimension;Type;Brand
6714,Clock,False,695,;Dimension;Type;Brand
4704,Others,False,695,;Brand
10582,Wallpaper,False,695,;Brand;Length;Material
10583,Wall Art,False,695,;Brand;Size;With Frame
697,Kitchen & Dining,True,11,
6720,Plate,False,697,;Material;Dimension;Brand
