"Item SKU","Item Name","Item Description (short)","Item UOM","Physical Quantity (Good)","Physical Quantity (Damaged)","Quantity on-hold"
K-295181X2,"Asience Volume Rich Shampoo 2x 450ml","Asience Volume Rich Shampoo 2x",PIECES,1711,0,0
K-286117,"Curel Conditioner 420ml","For sensitive, irritated scalp.Curel",PIECES,508,0,0
K-286116,"Curel Shampoo 420ml","For sensitive, irritated scalp.Curel",PIECES,344,0,0
K-286116+286117,"Curel Shampoo 420ml + Conditioner 420ml","For sensitive, irritated scalp.Curel",PIECES,344,0,0
K-286116x2,"Curel Shampoo 420ml Twin Pack","For sensitive, irritated scalp.Curel",PIECES,172,0,0
K-599357+599358,"Essential CC Oil + Night Care Milk Set","Essential CC Oil + Night",PIECES,1785,0,0
K-599357X2,"Essential CC Oil 60ml  x2","Essential CC Oil 60ml  x2",PIECES,892,0,0
K-595860+595872,"Essential Deep Cleansing Care Shampoo + Conditioner 750ml","Essential Deep Cleansing Care Shampoo",PIECES,2,0,0
K-595860X2,"Essential Deep Cleansing Care Shampoo 2x 750ml","Essential Deep Cleansing Care Shampoo",PIECES,1,0,0
K-595859+595871,"Essential Light Finish Volumising Shampoo + Conditioner 750ml","Essential Light Finish Volumising Shampoo",PIECES,2352,0,0
K-596963X2,"Essential Moisturisng Frizz Free Hair Mask 200g  x2","Essential Moisturisng Frizz Free Hair",PIECES,822,0,0
K-595849+595861+599357,"Essential Moisturisng Frizz Free Shampoo + Conditioner + Oil","Essential Moisturisng Frizz Free Shampoo",PIECES,0,0,0
K-595849+595861+597380,"Essential Moisturisng Frizz Free Shampoo + Conditioner + Treatment","Essential Moisturisng Frizz Free Shampoo",PIECES,0,0,0
K-595849+595861,"Essential Moisturisng Frizz Free Shampoo + Conditioner 750ml","Essential Moisturisng Frizz Free Shampoo",PIECES,0,0,0
K-595857X2,"Essential Moisturisng Frizz Free Shampoo 2x 750ml","Essential Moisturisng Frizz Free Shampoo",PIECES,99,0,0
K-599358X2,"Essential Night Care Milk 100ml  x2","Essential Night Care Milk 100ml",PIECES,1227,0,0
K-596964X2,"Essential Nourishing Breakage Defense Hair Mask 200g  x2","Essential Nourishing Breakage Defense Hair",PIECES,1045,0,0
K-595850+595862+599357,"Essential Nourishing Breakage Defense Shampoo + Conditioner + Oil","Essential Nourishing Breakage Defense Shampoo",PIECES,0,0,0
K-595850+595862+597381,"Essential Nourishing Breakage Defense Shampoo + Conditioner + Treatment","Essential Nourishing Breakage Defense Shampoo",PIECES,0,0,0
K-595850+595862,"Essential Nourishing Breakage Defense Shampoo + Conditioner 750ml","Essential Nourishing Breakage Defense Shampoo",PIECES,0,0,0
K-595858X2,"Essential Nourishing Breakage Defense Shampoo 2x 750ml","Essential Nourishing Breakage Defense Shampoo",PIECES,1,0,0
K-294635,"John Frieda Brilliant Brunette Colour Protecting Moisturising Conditioner 250ml","Say goodbye to faded, dry",PIECES,1321,0,0
K-294634,"John Frieda Brilliant Brunette Colour Protecting Moisturising Shampoo 250ml","Don't fade away.Protecting Moisturising",PIECES,1076,0,0
K-294634+294635,"John Frieda Brilliant Brunette Colour Protecting Shampoo & Conditioner Set","Don't fade away.Protecting Moisturising",PIECES,1076,0,0
K-294636+294637+294640,"John Frieda Brilliant Brunette Visibly Brighter Complete Set","Give your brunette hair a",PIECES,1446,0,0
K-294640,"John Frieda Brilliant Brunette Visibly Brighter In-shower Lightening Treatment 34ml","It’s time to give Brunettes",PIECES,4366,0,0
K-294640x2,"John Frieda Brilliant Brunette Visibly Brighter In-shower Lightening Treatment 34ml x2","It’s time to give Brunettes",PIECES,2183,0,0
K-294636+294637,"John Frieda Brilliant Brunette Visibly Brighter Shampoo & Conditioner Set","Give your brunette hair a",PIECES,1446,0,0
K-294637,"John Frieda Brilliant Brunette Visibly Brighter Subtle Lightening Conditioner 250ml","Hydrate your hair with a",PIECES,1446,0,0
K-294636,"John Frieda Brilliant Brunette Visibly Brighter subtle Lightening Shampoo 250ml","Give your brunette hair a",PIECES,1566,0,0
K-278318,"John Frieda Frizz Ease  Nourishing Oil Elixir 100ml","Nourishes hair for exceptional salon-softness",PIECES,1779,0,0
K-286175,"John Frieda Frizz Ease 10 Day Tamer (Pre-wash Treatment) 150ml","Fight frizzy hair with this",PIECES,1744,0,0
K-278316,"John Frieda Frizz Ease Flawless Straight Conditioner 250ml","Smoothes, softens and aligns frizzy",PIECES,1325,0,0
K-278315+278316+278318,"John Frieda Frizz Ease Flawless Straight Shampoo & Conditioner + Oil Elixir","Flawless Straight Shampoo & Conditioner",PIECES,1193,0,0
K-278315+278316+278317,"John Frieda Frizz Ease Flawless Straight Shampoo & Conditioner + Original Serum","Flawless Straight Shampoo & Conditioner",PIECES,1193,0,0
K-278315+278316,"John Frieda Frizz Ease Flawless Straight Shampoo & Conditioner Set ","Smoothes, softens and aligns frizzy",PIECES,1193,0,0
K-278315,"John Frieda Frizz Ease Flawless Straight Shampoo 250ml","Smoothes, softens and aligns frizzy",PIECES,1193,0,0
K-278178+278179+286175,"John Frieda Frizz Ease Forever Smooth Anti Frizz Set (+ 10 Day Tamer)","Experience a new generation of",PIECES,1513,0,0
K-278179,"John Frieda Frizz Ease Forever Smooth Conditioner 250ml","Experience a new generation of",PIECES,1513,0,0
K-278178+278179+278318,"John Frieda Frizz Ease Forever Smooth Shampoo & Conditioner + Oil Elixir","Experience a new generation of",PIECES,1513,0,0
K-278178+278179+278317,"John Frieda Frizz Ease Forever Smooth Shampoo & Conditioner + Original Serum","Experience a new generation of",PIECES,1377,0,0
K-278178+278179,"John Frieda Frizz Ease Forever Smooth Shampoo & Conditioner Set","Experience a new generation of",PIECES,1513,0,0
K-278178,"John Frieda Frizz Ease Forever Smooth Shampoo 250ml","Experience a new generation of",PIECES,1587,0,0
K-278181+278183+297631,"John Frieda Frizz Ease Miraculous Recovery Complete Set 1 (+ Crème Serum)","Repair the look and feel",PIECES,1252,0,0
K-278181+278183+278319,"John Frieda Frizz Ease Miraculous Recovery Complete Set 2 (+ Deep Conditioner)","Repair the look and feel",PIECES,791,0,0
K-278183,"John Frieda Frizz Ease Miraculous Recovery Conditioner 250ml","Repair the look and feel",PIECES,1508,0,0
K-297631,"John Frieda Frizz Ease Miraculous Recovery Crème Serum 50ml","Intense repair formula visibly transforms",PIECES,2488,0,0
K-278319,"John Frieda Frizz Ease Miraculous Recovery Deep Conditioner 150ml","Saturates, quenches and replenishes to",PIECES,791,0,0
K-278181+278183,"John Frieda Frizz Ease Miraculous Recovery Shampoo & Conditioner Set","Repair the look and feel",PIECES,1252,0,0
K-278181+278183+278317,"John Frieda Frizz Ease Miraculous Recovery Shampoo & Conditioner Set + Original Serum","Repair the look and feel",PIECES,1252,0,0
K-278181,"John Frieda Frizz Ease Miraculous Recovery Shampoo 250ml","Repair the look and feel",PIECES,1252,0,0
K-278317,"John Frieda Frizz Ease Original 6 Effects Serum 50ml","Frizz eliminator repels humidity and",PIECES,1377,0,0
K-278317X2,"John Frieda Frizz Ease Original 6 Effects Serum 50ml x 2","Frizz eliminator repels humidity and",PIECES,688,0,0
K-287548+287549+287550,"John Frieda Full Repair Complete Set","Reverse the look and feel",PIECES,528,0,0
K-287550,"John Frieda Full Repair Hydrate + Rescue Deep Conditioner 150ml","Reverse the look and feel",PIECES,793,0,0
K-287548+287549,"John Frieda Full Repair Shampoo & Conditioner Set","Reverse the look and feel",PIECES,528,0,0
K-287549,"John Frieda Full Repair Strengthen + Repair Conditioner 250ml","Reverse the look and feel",PIECES,968,0,0
K-287548,"John Frieda Full Repair Strengthen + Repair Shampoo 250ml","Reverse the look and feel",PIECES,528,0,0
K-276969,"John Frieda Luxurious Volume 7 Day Volume Treatment 100ml","Transform fine, limp hair and",PIECES,294,0,0
K-297628+297629+297630,"John Frieda Luxurious Volume Core Restore Complete Set (+ Volumiser)","Fine hair lacks the protein",PIECES,384,0,0
K-297629,"John Frieda Luxurious Volume Core Restore Protein-Infused Clear Conditioner 250ml","Fine hair lacks the protein",PIECES,652,0,0
K-297628,"John Frieda Luxurious Volume Core Restore Protein-Infused Shampoo 250ml","Fine hair lacks the protein",PIECES,384,0,0
K-297630,"John Frieda Luxurious Volume Core Restore Protein-Infused Volumiser 60ml","Transforms hair to maximize strength",PIECES,676,0,0
K-297628+297629,"John Frieda Luxurious Volume Core Restore Shampoo & Conditioner Set ","Fine hair lacks the protein",PIECES,384,0,0
K-297628x2,"John Frieda Luxurious Volume Core Restore Shampoo x2","Fine hair lacks the protein",PIECES,192,0,0
K-297628+297629+276969,"John Frieda Luxurious Volume Core Restore Volumising Set (+ 7 Day Trt)","Fine hair lacks the protein",PIECES,294,0,0
K-278324,"John Frieda Luxurious Volume Forever Full Hairspray 250ml","Give fine hair lush body",PIECES,678,0,0
K-278323,"John Frieda Luxurious Volume Perfectly Full Mousse 200ml","3x more volume with natural-feeling",PIECES,663,0,0
K-278164,"Liese Blaune Creamy Foam Color Ash Beige",,PIECES,3087,0,0
K-278163,"Liese Blaune Creamy Foam Color Beige Brown",,PIECES,5124,0,0
K-278162,"Liese Blaune Creamy Foam Color Black Brown",,PIECES,947,0,0
K-278160,"Liese Blaune Creamy Foam Color Bronze Brown",,PIECES,999,0,0
K-278161,"Liese Blaune Creamy Foam Color Brown",,PIECES,837,0,1
K-278159,"Liese Blaune Creamy Foam Color Golden Brown",,PIECES,1148,0,0
K-278157,"Liese Blaune Creamy Foam Color Pinkish Brown",,PIECES,3881,0,0
K-278158,"Liese Blaune Creamy Foam Color Rose Brown",,PIECES,780,0,0
K-755468,"Liese Blaune One-Touch Color Bronze Brown",,PIECES,3081,0,0
K-755470,"Liese Blaune One-Touch Color Brown",,PIECES,2856,0,0
K-755469,"Liese Blaune One-Touch Color Dark Bronze Brown",,PIECES,2825,0,0
K-755472,"Liese Blaune One-Touch Color Dark Brown",,PIECES,2963,0,0
K-755471,"Liese Blaune One-Touch Color Medium Brown",,PIECES,3443,0,0
K-278166,"Liese Blaune Treatment Cream Color Black Brown",,PIECES,2966,0,0
K-595820,"Liese Blaune Treatment Cream Color Dark Brown",,PIECES,1932,0,0
K-595822,"Liese Blaune Treatment Cream Color Light Brown",,PIECES,1293,0,0
K-595823,"Liese Blaune Treatment Cream Color Lighter Brown",,PIECES,1466,0,0
K-595821,"Liese Blaune Treatment Cream Color Medium Brown",,PIECES,2005,0,0
K-595824,"Liese Blaune Treatment Cream Color Ultra Light Brown",,PIECES,1740,0,0
K-597529,"Liese Creamy Bubble Color Antique Rose",,PIECES,980,0,0
K-597526,"Liese Creamy Bubble Color Ash Brown",,PIECES,1292,0,0
K-298629,"Liese Creamy Bubble Color Biscuit Beige",,PIECES,1555,0,0
K-597527,"Liese Creamy Bubble Color Black Tea Brown",,PIECES,1383,0,0
K-597514,"Liese Creamy Bubble Color Cassis Berry",,PIECES,865,0,0
K-597520,"Liese Creamy Bubble Color Chestnut Brown",,PIECES,624,0,0
K-597522,"Liese Creamy Bubble Color Classic Chocolat",,PIECES,891,0,0
K-597521,"Liese Creamy Bubble Color Dark Chocolat",,PIECES,792,0,0
K-597513,"Liese Creamy Bubble Color Jewel Pink",,PIECES,946,0,0
K-278314,"Liese Creamy Bubble Color Maple Red",,PIECES,5,0,0
K-597512,"Liese Creamy Bubble Color Marshmallow Brown",,PIECES,923,0,0
K-597519,"Liese Creamy Bubble Color Milk Tea Brown",,PIECES,1478,0,0
K-295217,"Liese Creamy Bubble Color Milky Beige",,PIECES,1604,0,0
K-298628,"Liese Creamy Bubble Color Mint Ash",,PIECES,1039,0,0
K-597528,"Liese Creamy Bubble Color Natural Black",,PIECES,899,0,0
K-597518,"Liese Creamy Bubble Color Natural Mocha",,PIECES,837,0,0
K-541305,"Liese Creamy Bubble Color Platinum Beige",,PIECES,2497,0,0
K-297214,"Liese Creamy Bubble Color Red Velvet",,PIECES,5431,0,0
K-597516,"Liese Creamy Bubble Color Rose Tea Brown",,PIECES,418,0,0
K-597515,"Liese Creamy Bubble Color Sweet Apricot",,PIECES,1488,0,1
K-598994,"Biore Aqua Jelly Makeup Remover",,PIECES,1053,0,0
K-298190x2,"Biore Cleansing Gel Makeup Remover x2",,PIECES,819,0,1
K-144567,"Biore Cleansing Oil 150ml",,PIECES,3385,0,0
K-459448x3,"Biore Cleansing Oil Cotton Sheets Handy Pack 10s Triple Pack",,PIECES,4076,0,1
K-458409x2,"Biore Cleansing Oil Cotton Sheets Refill 44s Twin Pack",,PIECES,2249,0,2
K-458408,"Biore Cleansing Oil Cotton Sheets Regular 44s",,PIECES,4027,0,0
K-309651x2,"Biore Eye and Lip Makeup Remover 130ml Twin Pack",,PIECES,1146,0,0
K-286939x2,"Biore Facial Foam Acne Care 130g x2",,PIECES,278,0,0
K-278237x2,"Biore Facial Foam Deep Clean 130g x2",,PIECES,1339,0,0
K-286833x2,"Biore Facial Foam Extra Moist 130g x2",,PIECES,1352,0,0
K-286831x2,"Biore Facial Foam Mild 130g x2",,PIECES,1915,0,0
K-286832x2,"Biore Facial Foam Scrub 130g x2",,PIECES,1566,0,0
K-455898,"Biore Marshmallow Whip Acne Care Facial Wash 150ml",,PIECES,2447,0,0
K-455899x2,"Biore Marshmallow Whip Acne Care Facial Wash Refill 130ml x2",,PIECES,305,0,0
K-278236,"Biore Marshmallow Whip Deep Clean Facial Wash 150ml",,PIECES,1262,0,0
K-456007,"Biore Marshmallow Whip Facial Wash 150ml",,PIECES,4719,0,0
K-456008x2,"Biore Marshmallow Whip Facial Wash Refill 130ml x2",,PIECES,1188,0,0
K-754184,"Biore Micellar Cleansing Water (Acne) 300ml",,PIECES,2945,0,0
K-287645,"Biore Micellar Cleansing Water (Moist Up) 300ml",,PIECES,1650,0,0
K-278238,"Biore Micellar Cleansing Water (Oil Control) 300ml",,PIECES,1619,0,0
K-163260x3,"Biore Pore Pack 10s x3",,PIECES,4823,0,5
K-301875x3,"Biore Pore Pack Black 10s x3",,PIECES,3577,0,0
K-306795x4,"Biore Sara Sara Body Powder Sheets (Citrus) 10s x4",,PIECES,1914,0,0
K-306305x4,"Biore Sara Sara Body Powder Sheets (Floral) 10s x4",,PIECES,2182,0,0
K-541443,"Biore UV Aqua Rich Watery Essence SPF 50+ PA++++ 50g","Biore UV Aqua Rich Watery",PIECES,4027,0,0
K-541441,"Biore UV Aqua Rich Watery Gel SPF 50+ PA++++ 90ml","Biore UV Aqua Rich Watery",PIECES,4718,0,0
K-597714,"Biore UV Bright Face Milk SPF 50+ PA++++ 30ml","Biore UV Bright Face Milk",PIECES,2965,0,0
K-278197,"Biore UV Mild Milk (for kids) SPF 50+ PA++++ 90g","Biore UV Mild Milk (for",PIECES,1346,0,0
K-597715,"Biore UV Perfect Face Milk SPF 50+ PA++++ 30ml","Biore UV Perfect Face Milk",PIECES,4412,0,0
K-597716,"Biore UV Perfect Milk SPF 50 PA++++ 40ml","Biore UV Perfect Milk SPF",PIECES,3484,0,0
K-541442x2,"Biore UV Perfect Spray SPF 50+ PA++++ 75g Twin Pack",,PIECES,2593,0,0
K-597746,"Curel BB Cream (Brightening) 35g","For good skin condition 365",PIECES,500,0,0
K-597747,"Curel BB Cream (Natural) 35g","Curel BB Cream (Natural) 35g",PIECES,547,0,0
K-286119,"Curel Body Wash 420ml","Does your skin react when",PIECES,723,0,0
K-276981,"Curel Body Wash 420ml + Free Refill 360ml","Does your skin react when",PIECES,31,0,0
K-456006,"Curel Foaming Wash 150ml","For dry, sensitive skinCleanses",PIECES,845,0,0
K-456006x2,"Curel Foaming Wash 150ml Twin Pack","For dry, sensitive skinCleanses",PIECES,422,0,0
K-286121,"Curel Instant Foaming Body Wash 480ml","Does your skin become dry",PIECES,514,0,0
K-286121+754123,"Curel Instant Foaming Body Wash 480ml + Moisture Gel Lotion 220ml",,PIECES,514,0,0
K-286121+459522,"Curel Instant Foaming Body Wash 480ml + UV Protection Milk SPF 50+ PA+++ 60ml","For dry, sensitive skinUV",PIECES,431,0,0
K-406209,"Curel Intensive Moisture Cream 40g","For dry, sensitive skinHelps",PIECES,397,0,0
K-406209x3,"Curel Intensive Moisture Cream 40g Triple Pack","For dry, sensitive skinHelps",PIECES,132,0,0
K-406209x2,"Curel Intensive Moisture Cream 40g Twin Pack","For dry, sensitive skinHelps",PIECES,198,0,0
K-406203,"Curel Makeup Cleansing Gel 130g","For dry, sensitive skinThoroughly",PIECES,703,0,0
K-406203+456006,"Curel Makeup Cleansing Gel 130g + Curel Foaming Wash 150ml","For dry, sensitive skinThoroughly",PIECES,703,0,0
K-406203x2,"Curel Makeup Cleansing Gel 130g Twin Pack","For dry, sensitive skinThoroughly",PIECES,351,0,0
K-406212,"Curel Moisture Cream 90g","For dry, sensitive skinHelps",PIECES,598,0,0
K-406208,"Curel Moisture Face Milk 120ml","For dry, sensitive skinHelps",PIECES,956,0,0
K-754123,"Curel Moisture Gel Lotion 220ml","Does your skin become itchy",PIECES,1260,0,0
K-754123x3,"Curel Moisture Gel Lotion 220ml Triple Pack","Does your skin become itchy",PIECES,420,0,1
K-754123x2,"Curel Moisture Gel Lotion 220ml Twin Pack","Does your skin become itchy",PIECES,630,0,0
K-406206,"Curel Moisture Lotion 2 150ml","For dry, sensitive skinHelps",PIECES,357,0,0
K-406207,"Curel Moisture Lotion 3 ENRICH 150ml","For dry, sensitive skinHelps",PIECES,161,0,0
K-286120,"Curel Moisture Milk 220ml","For dry, sensitive skinHelps",PIECES,297,0,0
K-459675,"Curel Sebum Care Foaming Wash 150ml","For oily, sensitive skinControls",PIECES,1265,0,0
K-459676,"Curel Sebum Care Lotion 150ml","For oily, sensitive skinControls",PIECES,236,0,0
K-459677,"Curel Sebum Care Moisture Gel 120ml","For oily, sensitive skinControls",PIECES,171,0,0
K-459678,"Curel Sebum Care Trial Kit","Dual Function Sensitive Skincare Brand",PIECES,748,0,1
K-406218,"Curel Trial Kit 2","For dry, sensitive skin 20",PIECES,291,0,0
K-406219,"Curel Trial Kit 3 ENRICH","For dry, sensitive skin 20",PIECES,131,0,0
K-459522,"Curel UV Protection Milk SPF50+ PA+++ 60ml","For dry, sensitive skinProtects",PIECES,431,0,0
K-597949x2,"Jergens Age Defying Moisturiser 400ml x2",,PIECES,1664,0,0
K-595102x2,"Jergens Daily Moisture Moisturiser 400ml x2",,PIECES,1919,0,0
K-540891x2,"Jergens Hydrating Coconut Moisturiser 400ml x2",,PIECES,1564,0,0
K-595100x2,"Jergens Soothing Aloe Moisturiser 400ml x2",,PIECES,1644,0,0
K-595099x2,"Jergens Ultra Healing Moisturiser 400ml x2",,PIECES,1650,0,0
K-754528x2,"Men's Biore Black and White Double Scrub Facial Wash 130g x2",,PIECES,1196,0,0
K-597744x2,"Men's Biore Cool Gel Deodorant Body Wash 440ml Twin Pack",,PIECES,749,0,0
K-591869x2,"Men's Biore Double Acne Control Facial Wash 130g x2",,PIECES,1732,0,0
K-747224x2,"Men's Biore Double Acne Control Instant Foaming Wash 150ml x2",,PIECES,568,0,0
K-403773x2,"Men's Biore Double Active Instant Foaming Wash 150ml x2",,PIECES,941,0,0
K-591868x2,"Men's Biore Double Active Micro Scrub 130g x2",,PIECES,952,0,0
K-756225x2,"Men's Biore Double Oil Control Cool Scrub 130g x2",,PIECES,595,0,0
K-754531x2,"Men's Biore Double Oil Control Cooling Facial Wash 130g x2",,PIECES,1119,0,0
K-747223x2,"Men's Biore Double Oil Control Icy Instant Foaming Wash 150ml x2",,PIECES,430,0,0
K-597743x2,"Men's Biore Fresh Mint Deodorant Body Wash 440ml Twin Pack",,PIECES,725,0,0
K-597742x2,"Men's Biore Mild Soap Deodorant Body Wash 440ml Twin Pack",,PIECES,533,0,0
K-163278x3,"Men's Biore Pore Pack 10s x3",,PIECES,2205,0,0
K-304658x3,"Men's Biore Pore Pack Black 10s x3",,PIECES,2133,0,1
K-595660x2,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P (x2 Twin Pack)",,PIECES,1440,0,0
K-595660x2+597397x2,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P (x2) + Ripe Citrus 5P (x2)",,PIECES,1440,0,0
K-595660x3+597397x3,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P (x3) + Ripe Citrus 5P (x3)",,PIECES,960,0,0
K-595660x4,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P (x4 Bundle Pack)",,PIECES,720,0,0
K-595660x6,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P (x6 Bundle Pack)",,PIECES,480,0,0
K-595660+597397,"MegRhythm Steam Eye Mask Chamomile-Ginger 5P + Ripe Citrus 5P",,PIECES,2880,0,0
K-595661x2,"MegRhythm Steam Eye Mask Fresh Rose 5P (x2 Twin Pack)",,PIECES,1710,0,0
K-595661x4,"MegRhythm Steam Eye Mask Fresh Rose 5P (x4 Bundle Pack)",,PIECES,855,0,0
K-595661x6,"MegRhythm Steam Eye Mask Fresh Rose 5P (x6 Bundle Pack)",,PIECES,570,0,0
K-597397x2,"MegRhythm Steam Eye Mask Fully Ripe Citrus 5P (x2 Twin Pack)",,PIECES,1789,0,0
K-597397x4,"MegRhythm Steam Eye Mask Fully Ripe Citrus 5P (x4 Bundle Pack)",,PIECES,894,0,0
K-597397x6,"MegRhythm Steam Eye Mask Fully Ripe Citrus 5P (x6 Bundle Pack)",,PIECES,596,0,0
K-595659x2,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x2 Twin Pack)",,PIECES,5763,0,0
K-595659x2+597397x2,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x2)  + Ripe Citrus 5P (x2)",,PIECES,1789,0,0
K-595659x2+595660x2,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x2) + Chamomile-Ginger 5P (x2)",,PIECES,1440,0,0
K-595659x2+595660x2+597397x2,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x2) + Chamomile-Ginger 5P (x2) + Ripe Citrus 5P (x2)",,PIECES,1440,0,0
K-595659x3+597397x3,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x3)  + Ripe Citrus 5P (x3)",,PIECES,1193,0,0
K-595659x3+595660x3,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x3) + Chamomile-Ginger 5P (x3)",,PIECES,960,0,0
K-595659x4,"MegRhythm Steam Eye Mask Lavender-Sage 5P (x4 Bundle Pack)",,PIECES,2881,0,0
